,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
1855,2022,SE,FT,Data Scientist,272550,USD,272550,US,100,US,M
1856,2022,SE,FT,Data Scientist,198200,USD,198200,US,100,US,M
1857,2022,MI,FT,Data Scientist,90000,EUR,94560,FR,100,FR,M
1858,2022,MI,FT,Data Scientist,50000,EUR,52533,FR,100,FR,M
1859,2022,SE,FT,Data Scientist,220000,USD,220000,US,0,US,M
1860,2022,SE,FT,Data Scientist,146000,USD,146000,US,0,US,M
1880,2022,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
1881,2022,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
1882,2022,MI,FT,Data Scientist,150000,USD,150000,US,0,US,M
1883,2022,MI,FT,Data Scientist,110000,USD,110000,US,0,US,M
1886,2022,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M
1887,2022,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M
1895,2022,MI,FT,Data Scientist,75000,GBP,92350,GB,0,GB,M
1896,2022,MI,FT,Data Scientist,55000,GBP,67723,GB,0,GB,M
1915,2022,MI,FT,Data Scientist,145000,USD,145000,US,0,US,M
1916,2022,MI,FT,Data Scientist,100000,USD,100000,US,0,US,M
1918,2022,MI,FT,Data Scientist,2500000,INR,31795,IN,100,US,M
1944,2022,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M
1945,2022,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
1952,2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
1953,2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
1956,2022,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
1957,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
1964,2022,SE,FT,Data Scientist,249500,USD,249500,US,0,US,M
1965,2022,SE,FT,Data Scientist,149850,USD,149850,US,0,US,M
1975,2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M
1976,2022,SE,FT,Data Scientist,150000,USD,150000,US,100,US,M
1981,2022,SE,FT,Data Scientist,182750,USD,182750,US,100,US,M
1982,2022,SE,FT,Data Scientist,161500,USD,161500,US,100,US,M
1991,2022,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
1992,2022,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
1999,2022,EX,FT,Data Scientist,159000,USD,159000,US,100,US,M
2000,2022,EX,FT,Data Scientist,130000,USD,130000,US,100,US,M
2028,2022,EN,FT,Data Scientist,124234,USD,124234,US,0,US,M
2029,2022,EN,FT,Data Scientist,74540,USD,74540,US,0,US,M
2046,2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
2047,2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
2050,2022,SE,FT,Data Scientist,128000,USD,128000,US,0,US,M
2051,2022,SE,FT,Data Scientist,81500,USD,81500,US,0,US,M
2052,2022,SE,FT,Data Scientist,173000,USD,173000,US,100,US,M
2053,2022,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M
2065,2022,SE,FT,Data Scientist,165000,USD,165000,US,0,US,M
2066,2022,SE,FT,Data Scientist,125000,USD,125000,US,0,US,M
2081,2022,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M
2082,2022,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M
2093,2022,MI,FT,Data Scientist,60000,EUR,63040,FR,100,FR,M
2094,2022,MI,FT,Data Scientist,50000,EUR,52533,FR,100,FR,M
2101,2022,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M
2102,2022,SE,FT,Data Scientist,95000,USD,95000,US,0,US,M
2103,2022,SE,FT,Data Scientist,203500,USD,203500,US,0,US,M
2104,2022,SE,FT,Data Scientist,152000,USD,152000,US,0,US,M
2107,2022,MI,FT,Data Scientist,120000,USD,120000,US,100,US,M
2129,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2130,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2139,2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
2140,2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
2143,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2144,2022,SE,FT,Data Scientist,120000,USD,120000,US,100,US,M
2145,2022,SE,FT,Data Scientist,110000,USD,110000,US,0,US,M
2146,2022,SE,FT,Data Scientist,70000,USD,70000,US,0,US,M
2150,2022,MI,FT,Data Scientist,61000,EUR,64090,DE,0,DE,M
2151,2022,MI,FT,Data Scientist,58000,EUR,60938,DE,0,DE,M
2156,2022,MI,FT,Data Scientist,130000,USD,130000,US,100,US,M
2157,2022,MI,FT,Data Scientist,90000,USD,90000,US,100,US,M
2211,2022,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2212,2022,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
2226,2022,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M
2227,2022,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M
2228,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2229,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2230,2022,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
2231,2022,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M
2249,2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
2250,2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
2251,2022,SE,FT,Data Scientist,198800,USD,198800,US,0,US,M
2252,2022,SE,FT,Data Scientist,122600,USD,122600,US,0,US,M
2263,2022,SE,FT,Data Scientist,148000,USD,148000,US,100,US,M
2264,2022,SE,FT,Data Scientist,107000,USD,107000,US,100,US,M
2283,2022,SE,FT,Data Scientist,168000,USD,168000,US,100,US,M
2284,2022,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
2285,2022,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
2286,2022,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
2291,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2292,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2316,2022,EN,FT,Data Scientist,80000,USD,80000,US,0,US,M
2329,2022,SE,FT,Data Scientist,208000,USD,208000,US,100,US,M
2330,2022,SE,FT,Data Scientist,127000,USD,127000,US,100,US,M
2338,2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
2339,2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
2342,2022,SE,FT,Data Scientist,205000,USD,205000,US,100,US,M
2343,2022,SE,FT,Data Scientist,185000,USD,185000,US,100,US,M
2344,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2345,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2354,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2355,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2358,2022,EN,FT,Data Scientist,6600000,HUF,17684,HU,100,HU,M
2362,2022,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
2363,2022,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
2370,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2371,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2372,2022,SE,FT,Data Scientist,140700,USD,140700,US,0,US,M
2373,2022,SE,FT,Data Scientist,93800,USD,93800,US,0,US,M
2374,2022,SE,FT,Data Scientist,350000,USD,350000,US,100,US,M
2375,2022,SE,FT,Data Scientist,135000,USD,135000,US,100,US,M
2394,2022,SE,FT,Data Scientist,247500,USD,247500,US,0,US,M
2395,2022,SE,FT,Data Scientist,172200,USD,172200,US,0,US,M
2396,2022,SE,FT,Data Scientist,177500,USD,177500,US,100,US,M
2397,2022,SE,FT,Data Scientist,134000,USD,134000,US,100,US,M
2398,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2399,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2408,2022,SE,FT,Data Scientist,243900,USD,243900,US,100,US,M
2409,2022,SE,FT,Data Scientist,156600,USD,156600,US,100,US,M
2436,2022,MI,FT,Data Scientist,120000,USD,120000,US,100,US,M
2437,2022,MI,FT,Data Scientist,100000,USD,100000,US,100,US,M
2438,2022,MI,FT,Data Scientist,85000,USD,85000,US,100,US,M
2439,2022,MI,FT,Data Scientist,78000,USD,78000,US,100,US,M
2442,2022,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
2443,2022,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
2444,2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
2445,2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
2454,2022,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M
2455,2022,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
2460,2022,SE,FT,Data Scientist,198440,USD,198440,US,0,US,L
2461,2022,SE,FT,Data Scientist,144000,USD,144000,US,0,US,L
2464,2022,SE,FT,Data Scientist,198440,USD,198440,US,0,US,M
2465,2022,SE,FT,Data Scientist,144000,USD,144000,US,0,US,M
2470,2022,MI,FT,Data Scientist,47000,GBP,57872,GB,50,GB,M
2472,2022,EN,FT,Data Scientist,38000,EUR,39925,FR,50,FR,L
2479,2022,SE,FT,Data Scientist,159699,USD,159699,US,0,US,M
2480,2022,SE,FT,Data Scientist,138938,USD,138938,US,0,US,M
2492,2022,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M
2493,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2494,2022,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
2495,2022,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
2524,2022,EN,FT,Data Scientist,180000,USD,180000,US,100,US,M
2525,2022,EN,FT,Data Scientist,100000,USD,100000,US,100,US,M
2532,2022,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M
2533,2022,SE,FT,Data Scientist,122500,USD,122500,US,0,US,M
2536,2022,SE,FT,Data Scientist,202800,USD,202800,US,0,US,L
2537,2022,SE,FT,Data Scientist,104300,USD,104300,US,0,US,L
2544,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2545,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2546,2022,MI,FT,Data Scientist,30000,USD,30000,MX,100,MX,L
2567,2022,MI,FT,Data Scientist,84000,USD,84000,BR,100,BR,M
2568,2022,MI,FT,Data Scientist,54000,USD,54000,BR,100,BR,M
2569,2022,EN,FT,Data Scientist,80000,USD,80000,US,100,US,L
2571,2022,EN,FT,Data Scientist,96000,CAD,73742,CA,100,CA,L
2573,2022,EN,FT,Data Scientist,27000,GBP,33246,GB,50,GB,L
2582,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2583,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2584,2022,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
2585,2022,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
2586,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2587,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2590,2022,SE,FT,Data Scientist,155000,USD,155000,US,100,US,M
2591,2022,SE,FT,Data Scientist,38000,USD,38000,US,100,US,M
2594,2022,SE,FT,Data Scientist,155000,USD,155000,US,100,US,M
2595,2022,SE,FT,Data Scientist,38000,USD,38000,US,100,US,M
2598,2022,SE,FT,Data Scientist,153600,USD,153600,US,100,US,M
2599,2022,SE,FT,Data Scientist,106800,USD,106800,US,100,US,M
2600,2022,SE,FT,Data Scientist,185000,USD,185000,US,100,US,M
2601,2022,SE,FT,Data Scientist,50000,USD,50000,US,100,US,M
2604,2022,SE,FT,Data Scientist,155000,USD,155000,US,100,US,M
2605,2022,SE,FT,Data Scientist,38000,USD,38000,US,100,US,M
2606,2022,SE,FT,Data Scientist,168000,USD,168000,US,100,US,M
2607,2022,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
2608,2022,SE,FT,Data Scientist,123400,USD,123400,US,0,US,M
2609,2022,SE,FT,Data Scientist,88100,USD,88100,US,0,US,M
2610,2022,SE,FT,Data Scientist,120000,USD,120000,US,100,US,S
2611,2022,SE,FT,Data Scientist,55000,USD,55000,US,100,US,S
2612,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2613,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2622,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2623,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2630,2022,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
2631,2022,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
2632,2022,SE,FT,Data Scientist,200000,USD,200000,US,100,US,M
2633,2022,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
2642,2022,SE,FT,Data Scientist,185000,USD,185000,US,100,US,M
2643,2022,SE,FT,Data Scientist,50000,USD,50000,US,100,US,M
2644,2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
2645,2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
2652,2022,MI,FT,Data Scientist,144200,USD,144200,US,100,US,M
2653,2022,MI,FT,Data Scientist,115360,USD,115360,US,100,US,M
2654,2022,MI,FT,Data Scientist,120000,AUD,83171,AU,0,AU,L
2662,2022,MI,FT,Data Scientist,108000,USD,108000,US,50,US,L
2672,2022,SE,FT,Data Scientist,198440,USD,198440,US,100,US,M
2673,2022,SE,FT,Data Scientist,144000,USD,144000,US,100,US,M
2678,2022,MI,FT,Data Scientist,72000,EUR,75648,DE,100,DE,S
2681,2022,SE,FT,Data Scientist,198440,USD,198440,US,0,US,L
2682,2022,SE,FT,Data Scientist,144000,USD,144000,US,0,US,L
2712,2022,MI,FT,Data Scientist,10000,USD,10000,TR,0,TR,M
2717,2022,SE,FT,Data Scientist,215000,USD,215000,US,0,US,L
2718,2022,SE,FT,Data Scientist,159000,USD,159000,US,0,US,L
2725,2022,SE,FT,Data Scientist,236900,USD,236900,US,100,US,L
2726,2022,SE,FT,Data Scientist,159200,USD,159200,US,100,US,L
2733,2022,SE,FT,Data Scientist,148000,USD,148000,US,100,US,M
2734,2022,SE,FT,Data Scientist,128000,USD,128000,US,100,US,M
2739,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2740,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2743,2022,SE,FT,Data Scientist,218000,USD,218000,US,0,US,M
2744,2022,SE,FT,Data Scientist,145300,USD,145300,US,0,US,M
2748,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2749,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2750,2022,SE,FT,Data Scientist,207000,USD,207000,US,100,US,M
2751,2022,SE,FT,Data Scientist,153000,USD,153000,US,100,US,M
2752,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2753,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2756,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2757,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2758,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2759,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2760,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2761,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2764,2022,SE,FT,Data Scientist,207000,USD,207000,US,100,US,M
2765,2022,SE,FT,Data Scientist,153000,USD,153000,US,100,US,M
2766,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2767,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2768,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2769,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2770,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2771,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2785,2022,MI,FT,Data Scientist,83000,GBP,102200,GB,100,GB,M
2786,2022,EN,FT,Data Scientist,1800000,INR,22892,IN,50,IN,M
2816,2022,SE,FT,Data Scientist,180000,USD,180000,US,100,US,L
2817,2022,SE,FT,Data Scientist,165000,USD,165000,US,100,US,L
2822,2022,SE,FT,Data Scientist,179400,USD,179400,US,0,US,M
2823,2022,SE,FT,Data Scientist,154000,USD,154000,US,0,US,M
2836,2022,EN,FT,Data Scientist,93000,USD,93000,US,0,US,M
2837,2022,EN,FT,Data Scientist,73000,USD,73000,US,0,US,M
2841,2022,SE,FT,Data Scientist,136994,USD,136994,US,100,US,M
2842,2022,SE,FT,Data Scientist,101570,USD,101570,US,100,US,M
2847,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2848,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2852,2022,SE,FT,Data Scientist,172000,USD,172000,US,100,US,M
2853,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2865,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2866,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2870,2022,MI,FT,Data Scientist,70000,EUR,73546,NL,50,NL,L
2871,2022,EN,FT,Data Scientist,50000,USD,50000,US,50,DE,M
2873,2022,SE,FT,Data Scientist,151800,USD,151800,US,0,US,M
2874,2022,SE,FT,Data Scientist,130240,USD,130240,US,0,US,M
2879,2022,SE,FT,Data Scientist,179400,USD,179400,US,100,US,M
2880,2022,SE,FT,Data Scientist,154000,USD,154000,US,100,US,M
2881,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2882,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2883,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2884,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2885,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2886,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2894,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2895,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2896,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2897,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2900,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2901,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2904,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2905,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2906,2022,SE,FT,Data Scientist,191475,USD,191475,US,0,US,M
2907,2022,SE,FT,Data Scientist,141525,USD,141525,US,0,US,M
2909,2022,EN,FT,Data Scientist,30000,EUR,31520,ES,50,ES,M
2917,2022,SE,FT,Data Scientist,204100,USD,204100,US,0,US,M
2918,2022,SE,FT,Data Scientist,136100,USD,136100,US,0,US,M
2921,2022,MI,FT,Data Scientist,96000,GBP,118208,GB,0,GB,M
2922,2022,MI,FT,Data Scientist,90000,GBP,110820,GB,0,GB,M
2924,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2925,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2926,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2927,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2928,2022,SE,FT,Data Scientist,191475,USD,191475,US,100,US,M
2929,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
2935,2022,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M
2936,2022,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
2941,2022,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M
2942,2022,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2946,2022,SE,FT,Data Scientist,160000,USD,160000,US,0,US,L
2947,2022,SE,FT,Data Scientist,119300,USD,119300,US,0,US,L
2953,2022,MI,FT,Data Scientist,225000,USD,225000,US,0,US,M
2954,2022,MI,FT,Data Scientist,160000,USD,160000,US,0,US,M
2955,2022,MI,FT,Data Scientist,52000,EUR,54634,NL,100,NL,S
2968,2022,EN,FT,Data Scientist,82000,USD,82000,US,0,US,L
2969,2022,EN,PT,Data Scientist,110000,USD,110000,DO,100,FR,M
2971,2022,SE,FT,Data Scientist,203500,USD,203500,US,0,US,M
2972,2022,SE,FT,Data Scientist,152000,USD,152000,US,0,US,M
2978,2022,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M
2979,2022,SE,FT,Data Scientist,120000,USD,120000,US,100,US,M
2984,2022,MI,FT,Data Scientist,110000,EUR,115573,NL,0,NL,M
2985,2022,MI,FT,Data Scientist,85000,EUR,89306,NL,0,NL,M
3024,2022,SE,FT,Data Scientist,123400,USD,123400,US,0,US,M
3025,2022,SE,FT,Data Scientist,88100,USD,88100,US,0,US,M
3027,2022,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M
3028,2022,SE,FT,Data Scientist,205000,USD,205000,US,0,US,M
3034,2022,EN,FT,Data Scientist,80000,EUR,84053,BE,100,BE,L
3053,2022,SE,FT,Data Scientist,180000,USD,180000,US,100,US,L
3054,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,L
3061,2022,MI,FT,Data Scientist,4200000,INR,53416,IN,100,ID,L
3065,2022,MI,FT,Data Scientist,107000,GBP,131752,GB,100,GB,M
3074,2022,EN,FT,Data Scientist,49500,EUR,52008,BE,50,BE,S
3089,2022,SE,FT,Data Scientist,160000,USD,160000,US,0,US,L
3090,2022,SE,FT,Data Scientist,100000,USD,100000,US,0,US,L
3097,2022,MI,FT,Data Scientist,58000,EUR,60938,DE,100,DE,S
3102,2022,MI,FT,Data Scientist,65000,GBP,80036,GB,50,GB,M
3109,2022,SE,FT,Data Scientist,160000,USD,160000,US,100,US,L
3110,2022,SE,FT,Data Scientist,92000,USD,92000,US,100,US,L
3121,2022,SE,FT,Data Scientist,160000,USD,160000,US,0,US,L
3122,2022,SE,FT,Data Scientist,119300,USD,119300,US,0,US,L
3124,2022,MI,FT,Data Scientist,25000,USD,25000,TR,50,TR,M
3128,2022,MI,FT,Data Scientist,153000,USD,153000,US,100,US,L
3134,2022,SE,FT,Data Scientist,160000,USD,160000,US,100,US,L
3135,2022,SE,FT,Data Scientist,92000,USD,92000,US,100,US,L
3146,2022,SE,FT,Data Scientist,186000,USD,186000,US,0,US,M
3147,2022,SE,FT,Data Scientist,148800,USD,148800,US,0,US,M
3163,2020,EN,FT,Data Scientist,43200,EUR,49268,DE,0,DE,S
3166,2022,SE,FT,Data Scientist,215300,USD,215300,US,100,US,L
3167,2022,SE,FT,Data Scientist,158200,USD,158200,US,100,US,L
3177,2022,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M
3178,2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M
3212,2022,SE,FT,Data Scientist,215300,USD,215300,US,0,US,L
3213,2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,L
3216,2022,SE,FT,Data Scientist,260000,USD,260000,US,100,US,M
3217,2022,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M
3218,2022,MI,FT,Data Scientist,55000,GBP,67723,GB,0,GB,M
3219,2022,MI,FT,Data Scientist,35000,GBP,43096,GB,0,GB,M
3232,2022,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
3233,2022,SE,FT,Data Scientist,80000,USD,80000,US,0,US,M
3240,2022,MI,FT,Data Scientist,50000,GBP,61566,GB,0,GB,M
3241,2022,MI,FT,Data Scientist,30000,GBP,36940,GB,0,GB,M
3244,2022,SE,FT,Data Scientist,165220,USD,165220,US,100,US,M
3245,2022,SE,FT,Data Scientist,120160,USD,120160,US,100,US,M
3252,2022,SE,FT,Data Scientist,180000,USD,180000,US,0,US,L
3253,2022,SE,FT,Data Scientist,120000,USD,120000,US,0,US,L
3260,2022,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M
3261,2022,MI,FT,Data Scientist,90000,USD,90000,US,0,US,M
3266,2022,SE,FT,Data Scientist,136620,USD,136620,US,100,US,M
3267,2022,SE,FT,Data Scientist,99360,USD,99360,US,100,US,M
3268,2022,SE,FT,Data Scientist,90000,GBP,110820,GB,0,GB,M
3269,2022,SE,FT,Data Scientist,80000,GBP,98506,GB,0,GB,M
3270,2022,SE,FT,Data Scientist,146000,USD,146000,US,100,US,M
3271,2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M
3280,2022,SE,FT,Data Scientist,167000,USD,167000,US,100,US,M
3281,2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M
3284,2022,SE,FT,Data Scientist,211500,USD,211500,US,100,US,M
3285,2022,SE,FT,Data Scientist,138600,USD,138600,US,100,US,M
3294,2022,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
3295,2022,SE,FT,Data Scientist,95550,USD,95550,US,0,US,M
3318,2022,SE,FT,Data Scientist,205300,USD,205300,US,0,US,L
3319,2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,L
3320,2022,SE,FT,Data Scientist,176000,USD,176000,US,100,US,M
3321,2022,SE,FT,Data Scientist,144000,USD,144000,US,100,US,M
3326,2022,SE,FT,Data Scientist,205300,USD,205300,US,0,US,M
3327,2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,M
3346,2022,MI,FT,Data Scientist,141300,USD,141300,US,0,US,M
3347,2022,MI,FT,Data Scientist,102100,USD,102100,US,0,US,M
3360,2022,SE,FT,Data Scientist,230000,USD,230000,US,100,US,M
3361,2022,SE,FT,Data Scientist,150000,USD,150000,US,100,US,M
3366,2022,MI,FT,Data Scientist,160000,USD,160000,US,100,US,M
3367,2022,MI,FT,Data Scientist,130000,USD,130000,US,100,US,M
3374,2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M
3375,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
3376,2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M
3377,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
3378,2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M
3379,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
3382,2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M
3383,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
3396,2022,SE,FT,Data Scientist,230000,USD,230000,US,100,US,M
3397,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
3400,2022,SE,FT,Data Scientist,220000,USD,220000,US,100,US,M
3401,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
3402,2022,MI,FT,Data Scientist,140000,GBP,172386,GB,0,GB,M
3403,2022,MI,FT,Data Scientist,70000,GBP,86193,GB,0,GB,M
3406,2022,MI,FT,Data Scientist,200000,USD,200000,US,100,US,M
3407,2022,MI,FT,Data Scientist,120000,USD,120000,US,100,US,M
3414,2022,SE,FT,Data Scientist,185100,USD,185100,US,100,US,M
3415,2022,SE,FT,Data Scientist,104890,USD,104890,US,100,US,M
3423,2022,MI,FT,Data Scientist,2400000,INR,30523,IN,100,IN,L
3426,2022,EN,FT,Data Scientist,1400000,INR,17805,IN,100,IN,M
3432,2021,MI,FT,Data Scientist,109000,USD,109000,US,50,US,L
3433,2022,MI,FT,Data Scientist,88000,CAD,67597,CA,100,CA,M
3438,2022,EN,FT,Data Scientist,66500,CAD,51081,CA,100,CA,L
3439,2022,MI,FT,Data Scientist,78000,USD,78000,US,100,US,M
3443,2022,EN,FT,Data Scientist,40000,USD,40000,JP,100,MY,L
