QuestionIndex,Question,Current Prompt,CodeIndex,Code,CodeType,PlottingCall,PlottingKind,PlottingColorSpec,Channel1,Channel2,Channel3,Channel4,Discrepancies,ErrorOrdinal,ErrorLabelFormatting,ErrorOverplotting,ErrorTextOverlap,ErrorFiltering,ErrorDescriptiveStats,ErrorVizIdiomMismatch,ErrorChartJunk,AllErrors,VisAskedFor,VisProduced,errorFormatting1,errorFormatting2,errorFormatting3,errorFormatting4,errorFormatting5,errorFormatting6,errorFormatting7,errorFormatting8
8,Create a visualization of the ratio of remote work to salary amounts in US dollars,Create a visualization of the ratio of remote work to salary amounts in US dollars,1,"# For visualization purposes and to avoid overplotting, let's use a random sample of the data.",Comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Scatterplot,,,,,,,,
8,Create a visualization of the ratio of remote work to salary amounts in US dollars,Create a visualization of the ratio of remote work to salary amounts in US dollars,2,"sample_data = data_df.sample(n=500, random_state=1)",Data Transformation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Discrepancy,0,0,0,0,1,1,0,0,",,,,Filtering,DescriptiveStats,,",None Specified ,Scatterplot,,,,,Filtering,DescriptiveStats,,
8,Create a visualization of the ratio of remote work to salary amounts in US dollars,Create a visualization of the ratio of remote work to salary amounts in US dollars,3,# Generate a scatterplot,Comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Prompted,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Scatterplot,,,,,,,,
8,Create a visualization of the ratio of remote work to salary amounts in US dollars,Create a visualization of the ratio of remote work to salary amounts in US dollars,4,"plt.figure(figsize=(10, 6))",Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,1,0,0,0,0,0,",,Overplotting,,,,,",None Specified ,Scatterplot,,,Overplotting,,,,,
8,Create a visualization of the ratio of remote work to salary amounts in US dollars,Create a visualization of the ratio of remote work to salary amounts in US dollars,5,"plt.scatter(sample_data['salary_in_usd'], sample_data['remote_ratio'], alpha=0.5)",Plotting,matplotlib,scatter,unspecified,Position on Common Scale,Position on Common Scale,No Extra,No Extra,No Discrepancy,0,1,0,0,0,0,1,0,",LabelFormatting,,,,,VizIdiomMismatch,",None Specified ,Scatterplot,,LabelFormatting,,,,,VizIdiomMismatch,
8,Create a visualization of the ratio of remote work to salary amounts in US dollars,Create a visualization of the ratio of remote work to salary amounts in US dollars,6,plt.xlabel('Salary in USD'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Scatterplot,,,,,,,,
8,Create a visualization of the ratio of remote work to salary amounts in US dollars,Create a visualization of the ratio of remote work to salary amounts in US dollars,7,plt.ylabel('Remote Ratio'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Scatterplot,,,,,,,,
8,Create a visualization of the ratio of remote work to salary amounts in US dollars,Create a visualization of the ratio of remote work to salary amounts in US dollars,8,plt.title('Scatterplot of Salary Amounts in USD vs. Remote Ratio'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Scatterplot,,,,,,,,
8,Create a visualization of the ratio of remote work to salary amounts in US dollars,Create a visualization of the ratio of remote work to salary amounts in US dollars,9,plt.grid(),Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Scatterplot,,,,,,,,
8,Create a visualization of the ratio of remote work to salary amounts in US dollars,Create a visualization of the ratio of remote work to salary amounts in US dollars,10,plt.show(),Plotting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Scatterplot,,,,,,,,
9,show me something interesting about the data in a chart,show me something interesting about the data in a chart,1,# Let's explore the relationship between years of work and salary_in_usd,Comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Scatterplot,,,,,,,,
9,show me something interesting about the data in a chart,show me something interesting about the data in a chart,2,"# For this also, let's use a random sample of the data to avoid overplotting",Comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Scatterplot,,,,,,,,
9,show me something interesting about the data in a chart,show me something interesting about the data in a chart,3,# Generate scatterplot,Comment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Scatterplot,,,,,,,,
9,show me something interesting about the data in a chart,show me something interesting about the data in a chart,4,"plt.figure(figsize=(10, 6))",Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Scatterplot,,,,,,,,
9,show me something interesting about the data in a chart,show me something interesting about the data in a chart,5,"plt.scatter(sample_data['work_year'], sample_data['salary_in_usd'], alpha=0.5)",Plotting,matplotlib,scatter,unspecified,Position on Common Scale,Position on Common Scale,No Extra,No Extra,No Discrepancy,0,1,1,0,0,0,0,0,",LabelFormatting,Overplotting,,,,,",None Specified ,Scatterplot,,LabelFormatting,Overplotting,,,,,
9,show me something interesting about the data in a chart,show me something interesting about the data in a chart,6,plt.xlabel('Work Year'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Scatterplot,,,,,,,,
9,show me something interesting about the data in a chart,show me something interesting about the data in a chart,7,plt.ylabel('Salary in USD'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Scatterplot,,,,,,,,
9,show me something interesting about the data in a chart,show me something interesting about the data in a chart,8,plt.title('Scatterplot of Salary Amounts in USD vs. Work Year'),Annotation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Scatterplot,,,,,,,,
9,show me something interesting about the data in a chart,show me something interesting about the data in a chart,9,plt.grid(),Formatting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Scatterplot,,,,,,,,
9,show me something interesting about the data in a chart,show me something interesting about the data in a chart,10,plt.show(),Plotting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No Discrepancy,0,0,0,0,0,0,0,0,",,,,,,,",None Specified ,Scatterplot,,,,,,,,
